state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class
Oregon,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,SUV
Oregon,No,Extended,College,Employed,M,Suburban,Divorced,Corporate Auto,Offer3,Web,Four-Door Car
California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car
Oregon,No,Basic,Doctor,Disabled,M,Rural,Married,Special Auto,Offer4,Agent,Two-Door Car
Oregon,No,Premium,College,Employed,F,Suburban,Married,Personal Auto,Offer4,Web,Luxury SUV
Nevada,No,Basic,College,Disabled,F,Suburban,Divorced,Personal Auto,Offer2,Web,Two-Door Car
Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car
Arizona,No,Extended,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car
California,No,Basic,Bachelor,Employed,M,Rural,Single,Personal Auto,Offer1,Agent,Two-Door Car
Nevada,Yes,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car
California,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,Corporate Auto,Offer2,Web,Four-Door Car
Nevada,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer1,Call Center,Four-Door Car
California,Yes,Extended,College,Retired,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car
Nevada,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Offer4,Agent,Two-Door Car
California,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car
Nevada,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car
Nevada,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer1,Agent,Luxury SUV
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Branch,Four-Door Car
California,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Offer4,Branch,Four-Door Car
Nevada,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car
Oregon,No,Extended,Master,Employed,F,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car
Oregon,Yes,Basic,Doctor,Disabled,F,Suburban,Divorced,Personal Auto,Offer2,Branch,Two-Door Car
Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Offer3,Branch,Four-Door Car
Arizona,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,Sports Car
Arizona,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car
Washington,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car
Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,SUV
Arizona,No,Extended,College,Employed,F,Suburban,Divorced,Corporate Auto,Offer1,Call Center,Four-Door Car
California,No,Extended,Bachelor,Unemployed,M,Urban,Married,Corporate Auto,Offer1,Branch,SUV
California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Luxury Car
Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car
Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer4,Branch,Two-Door Car
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car
California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car
Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer2,Agent,Two-Door Car
Oregon,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car
Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer1,Branch,Two-Door Car
California,Yes,Extended,College,Retired,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Sports Car
Arizona,No,Extended,College,Employed,M,Rural,Single,Corporate Auto,Offer3,Branch,Two-Door Car
Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer3,Web,Two-Door Car
California,No,Extended,High School or Below,Employed,M,Urban,Married,Corporate Auto,Offer2,Branch,Four-Door Car
Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer4,Branch,Four-Door Car
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car
Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car
Oregon,Yes,Basic,Master,Disabled,F,Suburban,Divorced,Special Auto,Offer1,Agent,Four-Door Car
Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer3,Branch,Two-Door Car
Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,SUV
California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Web,Luxury Car
Oregon,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car
Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car
California,No,Basic,College,Medical Leave,M,Suburban,Married,Special Auto,Offer2,Web,SUV
Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car
Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car
California,No,Basic,Master,Employed,F,Rural,Divorced,Personal Auto,Offer3,Branch,Four-Door Car
California,No,Extended,Bachelor,Medical Leave,M,Suburban,Married,Special Auto,Offer1,Branch,Sports Car
California,No,Basic,High School or Below,Unemployed,F,Rural,Single,Corporate Auto,Offer2,Agent,SUV
California,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car
California,No,Extended,College,Employed,M,Rural,Single,Corporate Auto,Offer4,Web,Two-Door Car
Washington,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Offer2,Call Center,Two-Door Car
California,Yes,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Web,Two-Door Car
Arizona,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Web,Two-Door Car
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer4,Call Center,Two-Door Car
Oregon,No,Extended,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Offer3,Call Center,Sports Car
Arizona,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,Offer3,Web,Four-Door Car
Nevada,No,Extended,Master,Disabled,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car
Washington,No,Premium,High School or Below,Employed,F,Rural,Married,Corporate Auto,Offer2,Call Center,Sports Car
California,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Offer2,Branch,SUV
Arizona,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,SUV
Oregon,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer4,Call Center,Two-Door Car
Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car
Washington,No,Extended,Bachelor,Medical Leave,F,Suburban,Divorced,Personal Auto,Offer2,Call Center,Four-Door Car
Oregon,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,SUV
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Special Auto,Offer3,Agent,Two-Door Car
Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,Sports Car
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,Two-Door Car
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car
Arizona,No,Basic,Master,Employed,M,Rural,Divorced,Personal Auto,Offer2,Agent,Four-Door Car
Nevada,No,Premium,Bachelor,Medical Leave,F,Suburban,Single,Corporate Auto,Offer2,Branch,Four-Door Car
Arizona,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Offer3,Branch,Four-Door Car
Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Branch,Four-Door Car
Oregon,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Offer3,Web,Four-Door Car
Washington,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car
Nevada,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car
Washington,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,SUV
Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Offer2,Branch,Two-Door Car
Oregon,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car
Arizona,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer3,Web,Four-Door Car
Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,SUV
Oregon,No,Basic,College,Unemployed,F,Rural,Divorced,Personal Auto,Offer1,Agent,Two-Door Car
California,Yes,Extended,College,Unemployed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car
Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Sports Car
California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer4,Branch,Four-Door Car
Oregon,Yes,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car
Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Call Center,Sports Car
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car
Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car
Arizona,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car
Washington,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer4,Web,Luxury Car
Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer3,Agent,SUV
California,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car
Oregon,Yes,Basic,College,Medical Leave,F,Suburban,Single,Personal Auto,Offer1,Web,Two-Door Car
Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car
California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer2,Agent,Two-Door Car
Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer2,Call Center,SUV
Arizona,No,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,Offer3,Branch,Four-Door Car
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer3,Agent,SUV
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Offer1,Agent,Sports Car
California,No,Extended,College,Medical Leave,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Web,Four-Door Car
Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer4,Call Center,SUV
Nevada,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car
Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car
California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car
California,No,Basic,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Offer1,Agent,SUV
Oregon,No,Basic,High School or Below,Employed,M,Rural,Single,Personal Auto,Offer2,Branch,SUV
Oregon,No,Premium,High School or Below,Employed,F,Suburban,Married,Special Auto,Offer4,Web,SUV
Arizona,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Four-Door Car
California,Yes,Extended,Master,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car
Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer3,Branch,Two-Door Car
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer3,Agent,Two-Door Car
California,No,Basic,College,Employed,M,Suburban,Single,Corporate Auto,Offer4,Branch,Luxury Car
Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Sports Car
Arizona,No,Basic,College,Unemployed,M,Rural,Divorced,Personal Auto,Offer4,Branch,Four-Door Car
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer4,Agent,Two-Door Car
California,Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car
Nevada,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car
California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car
Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car
Oregon,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Offer4,Call Center,Four-Door Car
Nevada,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Two-Door Car
Washington,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Offer4,Call Center,Four-Door Car
Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car
California,No,Extended,Bachelor,Disabled,M,Suburban,Divorced,Personal Auto,Offer3,Agent,Four-Door Car
California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car
Oregon,Yes,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car
Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer4,Agent,SUV
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Special Auto,Offer3,Agent,SUV
Arizona,No,Basic,Bachelor,Employed,M,Suburban,Single,Corporate Auto,Offer1,Call Center,Two-Door Car
California,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,Offer4,Web,Luxury Car
Oregon,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Sports Car
Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Branch,Two-Door Car
Arizona,No,Extended,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car
Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car
Washington,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Two-Door Car
California,No,Basic,Bachelor,Disabled,M,Rural,Married,Special Auto,Offer2,Agent,Two-Door Car
Nevada,Yes,Extended,Doctor,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car
California,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Two-Door Car
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Agent,Four-Door Car
Arizona,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV
Nevada,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Call Center,Luxury Car
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car
Washington,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Offer2,Agent,Sports Car
California,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car
Nevada,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,SUV
Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,SUV
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Web,Two-Door Car
California,No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,Offer3,Agent,SUV
Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car
California,Yes,Premium,Bachelor,Disabled,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,SUV
Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car
California,No,Basic,College,Unemployed,M,Suburban,Single,Special Auto,Offer1,Agent,Four-Door Car
California,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,Offer2,Agent,SUV
Arizona,No,Premium,High School or Below,Medical Leave,F,Suburban,Married,Corporate Auto,Offer1,Call Center,SUV
Nevada,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Offer4,Call Center,Four-Door Car
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,Sports Car
Arizona,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer2,Web,SUV
Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer3,Call Center,SUV
Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Special Auto,Offer2,Agent,Luxury SUV
Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car
Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car
Oregon,Yes,Basic,Master,Disabled,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car
Washington,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Two-Door Car
Oregon,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Offer2,Agent,Four-Door Car
Arizona,No,Basic,Doctor,Employed,M,Suburban,Single,Special Auto,Offer2,Call Center,Four-Door Car
Arizona,No,Basic,Master,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer3,Agent,Four-Door Car
Oregon,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer4,Call Center,SUV
